relationship-id,relationship-type,person-1-id,person-2-id,parent-lineage,parent-type,partner-type,relationship-order,date-start-value,date-start-descriptor,date-end-value,date-end-descriptor,end-reason,place-id,notes,source-last-modified-date,source-last-modified-by
RN0197,parent-child,P812,P197,non-lineal,biological,,197,,,,,,,,2026-08-26,McFamily
R207,partner,P198,P814,,,marriage,1,,,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0198,parent-child,P183,P198,lineal,biological,,198,,,,,,,,2026-08-26,McFamily
RN0198,parent-child,P798,P198,non-lineal,biological,,198,,,,,,,,2026-08-26,McFamily
RL0199,parent-child,P198,P199,lineal,biological,,199,,,,,,,,2026-08-26,McFamily
RN0199,parent-child,P814,P199,non-lineal,biological,,199,,,,,,,,2026-08-26,McFamily
R208,partner,P200,P815,,,marriage,1,????-05-09,partial,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0200,parent-child,P183,P200,lineal,biological,,200,,,,,,,,2026-08-26,McFamily
RN0200,parent-child,P798,P200,non-lineal,biological,,200,,,,,,,,2026-08-26,McFamily
R209,partner,P201,P816,,,marriage,1,1987-09-26,day,,,,,,2026-08-26,McFamily
RL0201,parent-child,P200,P201,lineal,biological,,201,,,,,,,,2026-08-26,McFamily
RN0201,parent-child,P815,P201,non-lineal,biological,,201,,,,,,,,2026-08-26,McFamily
RL0202,parent-child,P200,P202,lineal,biological,,202,,,,,,,,2026-08-26,McFamily
RN0202,parent-child,P815,P202,non-lineal,biological,,202,,,,,,,,2026-08-26,McFamily
R210,partner,P203,P817,,,marriage,1,1990-09-22,day,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0203,parent-child,P200,P203,lineal,biological,,203,,,,,,,,2026-08-26,McFamily
RN0203,parent-child,P815,P203,non-lineal,biological,,203,,,,,,,,2026-08-26,McFamily
R211,partner,P204,P818,,,marriage,1,1925-08-12,day,,UNKNOWN,death,,,2026-08-26,McFamily
RL0204,parent-child,P143,P204,lineal,biological,,204,,,,,,,,2026-08-26,McFamily
RN0204,parent-child,P755,P204,non-lineal,biological,,204,,,,,,,,2026-08-26,McFamily
R212,partner,P205,P819,,,marriage,1,1950-12-16,day,,,,,,2026-08-26,McFamily
RL0205,parent-child,P204,P205,lineal,biological,,205,,,,,,,,2026-08-26,McFamily
RN0205,parent-child,P818,P205,non-lineal,biological,,205,,,,,,,,2026-08-26,McFamily
R214,partner,P206,P821,,,marriage,1,1987-03-05,day,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
R213,partner,P206,P820,,,marriage,2,,,,,,,,2026-08-26,McFamily
RL0206,parent-child,P205,P206,lineal,biological,,206,,,,,,,,2026-08-26,McFamily
RN0206,parent-child,P819,P206,non-lineal,biological,,206,,,,,,,,2026-08-26,McFamily
R215,partner,P207,P822,,,marriage,1,1985-05-27,day,,,,,,2026-08-26,McFamily
RL0207,parent-child,P205,P207,lineal,biological,,207,,,,,,,,2026-08-26,McFamily
RN0207,parent-child,P819,P207,non-lineal,biological,,207,,,,,,,,2026-08-26,McFamily
R216,partner,P208,P823,,,marriage,1,,,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0208,parent-child,P205,P208,lineal,biological,,208,,,,,,,,2026-08-26,McFamily
RN0208,parent-child,P819,P208,non-lineal,biological,,208,,,,,,,,2026-08-26,McFamily
R217,partner,P209,P824,,,marriage,1,1995-05-11,day,,,,,,2026-08-26,McFamily
RL0209,parent-child,P176,P209,lineal,biological,,209,,,,,,,,2026-08-26,McFamily
RN0209,parent-child,P791,P209,non-lineal,biological,,209,,,,,,,,2026-08-26,McFamily
R219,partner,P210,P826,,,marriage,1,1994-05-28,day,,UNKNOWN,death,,,2026-08-26,McFamily
R218,partner,P210,P825,,,marriage,2,,,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
R220,partner,P211,P827,,,marriage,1,2001-04-28,day,,,,,,2026-08-26,McFamily
RL0211,parent-child,P161,P211,lineal,biological,,211,,,,,,,,2026-08-26,McFamily
RN0211,parent-child,P776,P211,non-lineal,biological,,211,,,,,,,,2026-08-26,McFamily
RL0212,parent-child,P161,P212,lineal,biological,,212,,,,,,,,2026-08-26,McFamily
RN0212,parent-child,P776,P212,non-lineal,biological,,212,,,,,,,,2026-08-26,McFamily
R221,partner,P213,P828,,,marriage,1,1993-07-03,day,,,,,,2026-08-26,McFamily
R222,partner,P214,P829,,,marriage,1,1995-07-15,day,,,,,,2026-08-26,McFamily
RL0214,parent-child,P181,P214,lineal,biological,,214,,,,,,,,2026-08-26,McFamily
RN0214,parent-child,P796,P214,non-lineal,biological,,214,,,,,,,,2026-08-26,McFamily
R223,partner,P215,P830,,,marriage,1,1994-11-12,day,,,,,,2026-08-26,McFamily
RL0215,parent-child,P065,P215,lineal,biological,,215,,,,,,,,2026-08-26,McFamily
RN0215,parent-child,P672,P215,non-lineal,biological,,215,,,,,,,,2026-08-26,McFamily
R224,partner,P216,P831,,,marriage,1,1996-09-21,day,,,,,,2026-08-26,McFamily
RL0216,parent-child,P181,P216,lineal,biological,,216,,,,,,,,2026-08-26,McFamily
RN0216,parent-child,P796,P216,non-lineal,biological,,216,,,,,,,,2026-08-26,McFamily
R225,partner,P217,P832,,,marriage,1,1997-07-04,day,,,,,,2026-08-26,McFamily
RL0217,parent-child,P164,P217,lineal,biological,,217,,,,,,,,2026-08-26,McFamily
RN0217,parent-child,P778,P217,non-lineal,biological,,217,,,,,,,,2026-08-26,McFamily
R226,partner,P218,P833,,,marriage,1,1995-11-11,day,,,,,,2026-08-26,McFamily
RL0218,parent-child,P176,P218,lineal,biological,,218,,,,,,,,2026-08-26,McFamily
RN0218,parent-child,P791,P218,non-lineal,biological,,218,,,,,,,,2026-08-26,McFamily
R227,partner,P219,P834,,,marriage,1,1996-05-11,day,,,,,,2026-08-26,McFamily
RL0219,parent-child,P200,P219,lineal,biological,,219,,,,,,,,2026-08-26,McFamily
RN0219,parent-child,P815,P219,non-lineal,biological,,219,,,,,,,,2026-08-26,McFamily
RL0220,parent-child,P103,P220,lineal,biological,,220,,,,,,,,2026-08-26,McFamily
RN0220,parent-child,P716,P220,non-lineal,biological,,220,,,,,,,,2026-08-26,McFamily
RL0221,parent-child,P103,P221,lineal,biological,,221,,,,,,,,2026-08-26,McFamily
RN0221,parent-child,P716,P221,non-lineal,biological,,221,,,,,,,,2026-08-26,McFamily
R229,partner,P222,P836,,,marriage,1,,,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
R228,partner,P222,P835,,,marriage,2,,,,,,,,2026-08-26,McFamily
RL0222,parent-child,P113,P222,lineal,biological,,222,,,,,,,,2026-08-26,McFamily
RN0222,parent-child,P725,P222,non-lineal,biological,,222,,,,,,,,2026-08-26,McFamily
R230,partner,P223,P837,,,marriage,1,1997-05-17,day,,,,,,2026-08-26,McFamily
RL0223,parent-child,P131,P223,lineal,biological,,223,,,,,,,,2026-08-26,McFamily
RN0223,parent-child,P742,P223,non-lineal,biological,,223,,,,,,,,2026-08-26,McFamily
RL0224,parent-child,P034,P224,lineal,biological,,224,,,,,,,,2026-08-26,McFamily
RN0224,parent-child,P640,P224,non-lineal,biological,,224,,,,,,,,2026-08-26,McFamily
R231,partner,P225,P838,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0225,parent-child,P113,P225,lineal,biological,,225,,,,,,,,2026-08-26,McFamily
RN0225,parent-child,P725,P225,non-lineal,biological,,225,,,,,,,,2026-08-26,McFamily
RL0226,parent-child,P113,P226,lineal,biological,,226,,,,,,,,2026-08-26,McFamily
RN0226,parent-child,P725,P226,non-lineal,biological,,226,,,,,,,,2026-08-26,McFamily
R232,partner,P227,P839,,,marriage,1,1881-10-06,day,,UNKNOWN,death,,,2026-08-26,McFamily
RL0227,parent-child,P229,P227,lineal,biological,,227,,,,,,,,2026-08-26,McFamily
RN0227,parent-child,P841,P227,non-lineal,biological,,227,,,,,,,,2026-08-26,McFamily
R233,partner,P228,P840,,,marriage,1,,,,UNKNOWN,death,,,2026-08-26,McFamily
RL0228,parent-child,P044,P228,lineal,biological,,228,,,,,,,,2026-08-26,McFamily
RN0228,parent-child,P652,P228,non-lineal,biological,,228,,,,,,,,2026-08-26,McFamily
R234,partner,P229,P841,,,marriage,1,,,,UNKNOWN,death,,,2026-08-26,McFamily
RL0229,parent-child,P228,P229,lineal,biological,,229,,,,,,,,2026-08-26,McFamily
RN0229,parent-child,P840,P229,non-lineal,biological,,229,,,,,,,,2026-08-26,McFamily
RL0230,parent-child,P228,P230,lineal,biological,,230,,,,,,,,2026-08-26,McFamily
RN0230,parent-child,P840,P230,non-lineal,biological,,230,,,,,,,,2026-08-26,McFamily
R235,partner,P231,P842,,,marriage,1,,,,UNKNOWN,death,,,2026-08-26,McFamily
RL0231,parent-child,P228,P231,lineal,biological,,231,,,,,,,,2026-08-26,McFamily
RN0231,parent-child,P840,P231,non-lineal,biological,,231,,,,,,,,2026-08-26,McFamily
R236,partner,P232,P843,,,marriage,1,,,,UNKNOWN,death,,,2026-08-26,McFamily
RL0232,parent-child,P228,P232,lineal,biological,,232,,,,,,,,2026-08-26,McFamily
RN0232,parent-child,P840,P232,non-lineal,biological,,232,,,,,,,,2026-08-26,McFamily
R237,partner,P233,P844,,,marriage,1,,,,UNKNOWN,death,,,2026-08-26,McFamily
RL0233,parent-child,P228,P233,lineal,biological,,233,,,,,,,,2026-08-26,McFamily
RN0233,parent-child,P840,P233,non-lineal,biological,,233,,,,,,,,2026-08-26,McFamily
RL0234,parent-child,P229,P234,lineal,biological,,234,,,,,,,,2026-08-26,McFamily
RN0234,parent-child,P841,P234,non-lineal,biological,,234,,,,,,,,2026-08-26,McFamily
RL0235,parent-child,P229,P235,lineal,biological,,235,,,,,,,,2026-08-26,McFamily
RN0235,parent-child,P841,P235,non-lineal,biological,,235,,,,,,,,2026-08-26,McFamily
RL0236,parent-child,P229,P236,lineal,biological,,236,,,,,,,,2026-08-26,McFamily
RN0236,parent-child,P841,P236,non-lineal,biological,,236,,,,,,,,2026-08-26,McFamily
RL0237,parent-child,P229,P237,lineal,biological,,237,,,,,,,,2026-08-26,McFamily
RN0237,parent-child,P841,P237,non-lineal,biological,,237,,,,,,,,2026-08-26,McFamily
R238,partner,P238,P845,,,marriage,1,1997-08-16,day,,,,,,2026-08-26,McFamily
RL0238,parent-child,P129,P238,lineal,biological,,238,,,,,,,,2026-08-26,McFamily
RN0238,parent-child,P739,P238,non-lineal,biological,,238,,,,,,,,2026-08-26,McFamily
RL0239,parent-child,P078,P239,lineal,biological,,239,,,,,,,,2026-08-26,McFamily
RN0239,parent-child,P688,P239,non-lineal,biological,,239,,,,,,,,2026-08-26,McFamily
RL0240,parent-child,P060,P240,lineal,biological,,240,,,,,,,,2026-08-26,McFamily
RL0241,parent-child,P061,P241,lineal,biological,,241,,,,,,,,2026-08-26,McFamily
RN0241,parent-child,P668,P241,non-lineal,biological,,241,,,,,,,,2026-08-26,McFamily
RL0242,parent-child,P062,P242,lineal,biological,,242,,,,,,,,2026-08-26,McFamily
RN0242,parent-child,P669,P242,non-lineal,biological,,242,,,,,,,,2026-08-26,McFamily
RL0243,parent-child,P063,P243,lineal,biological,,243,,,,,,,,2026-08-26,McFamily
RN0243,parent-child,P670,P243,non-lineal,biological,,243,,,,,,,,2026-08-26,McFamily
RL0244,parent-child,P012,P244,lineal,biological,,244,,,,,,,,2026-08-26,McFamily
RN0244,parent-child,P913,P244,non-lineal,biological,,244,,,,,,,,2026-08-26,McFamily
R239,partner,P245,P846,,,marriage,1,1998-06-06,day,,,,,,2026-08-26,McFamily
RL0245,parent-child,P181,P245,lineal,biological,,245,,,,,,,,2026-08-26,McFamily
RN0245,parent-child,P796,P245,non-lineal,biological,,245,,,,,,,,2026-08-26,McFamily
RL0246,parent-child,P142,P246,lineal,biological,,246,,,,,,,,2026-08-26,McFamily
RN0246,parent-child,P754,P246,non-lineal,biological,,246,,,,,,,,2026-08-26,McFamily
R240,partner,P247,P847,,,marriage,1,1998-02-21,day,,,,,,2026-08-26,McFamily
RL0247,parent-child,P031,P247,lineal,biological,,247,,,,,,,,2026-08-26,McFamily
RN0247,parent-child,P637,P247,non-lineal,biological,,247,,,,,,,,2026-08-26,McFamily
R241,partner,P248,P848,,,marriage,1,1998-05-16,day,,,,,,2026-08-26,McFamily
RL0248,parent-child,P125,P248,lineal,biological,,248,,,,,,,,2026-08-26,McFamily
RN0248,parent-child,P736,P248,non-lineal,biological,,248,,,,,,,,2026-08-26,McFamily
RL0249,parent-child,P222,P249,lineal,biological,,249,,,,,,,,2026-08-26,McFamily
RN0249,parent-child,P836,P249,non-lineal,biological,,249,,,,,,,,2026-08-26,McFamily
RL0250,parent-child,P222,P250,lineal,biological,,250,,,,,,,,2026-08-26,McFamily
RL0251,parent-child,P083,P251,lineal,biological,,251,,,,,,,,2026-08-26,McFamily
RN0251,parent-child,P693,P251,non-lineal,biological,,251,,,,,,,,2026-08-26,McFamily
R242,partner,P252,P849,,,marriage,1,1998-11-??,partial,,,,,,2026-08-26,McFamily
RL0252,parent-child,P125,P252,lineal,biological,,252,,,,,,,,2026-08-26,McFamily
RN0252,parent-child,P736,P252,non-lineal,biological,,252,,,,,,,,2026-08-26,McFamily
RL0253,parent-child,P116,P253,lineal,biological,,253,,,,,,,,2026-08-26,McFamily
RN0253,parent-child,P727,P253,non-lineal,biological,,253,,,,,,,,2026-08-26,McFamily
RL0254,parent-child,P035,P254,lineal,biological,,254,,,,,,,,2026-08-26,McFamily
RN0254,parent-child,P641,P254,non-lineal,biological,,254,,,,,,,,2026-08-26,McFamily
R243,partner,P255,P850,,,marriage,1,1997-05-??,partial,,,,,,2026-08-26,McFamily
RL0255,parent-child,P041,P255,lineal,biological,,255,,,,,,,,2026-08-26,McFamily
RL0256,parent-child,P122,P256,lineal,biological,,256,,,,,,,,2026-08-26,McFamily
RN0256,parent-child,P733,P256,non-lineal,biological,,256,,,,,,,,2026-08-26,McFamily
RL0257,parent-child,P131,P257,lineal,biological,,257,,,,,,,,2026-08-26,McFamily
RN0257,parent-child,P742,P257,non-lineal,biological,,257,,,,,,,,2026-08-26,McFamily
RL0258,parent-child,P043,P258,lineal,biological,,258,,,,,,,,2026-08-26,McFamily
RN0258,parent-child,P651,P258,non-lineal,biological,,258,,,,,,,,2026-08-26,McFamily
RL0259,parent-child,P042,P259,lineal,biological,,259,,,,,,,,2026-08-26,McFamily
RN0259,parent-child,P650,P259,non-lineal,biological,,259,,,,,,,,2026-08-26,McFamily
RL0260,parent-child,P042,P260,lineal,biological,,260,,,,,,,,2026-08-26,McFamily
RN0260,parent-child,P650,P260,non-lineal,biological,,260,,,,,,,,2026-08-26,McFamily
RL0261,parent-child,P041,P261,lineal,biological,,261,,,,,,,,2026-08-26,McFamily
RL0262,parent-child,P077,P262,lineal,biological,,262,,,,,,,,2026-08-26,McFamily
RN0262,parent-child,P687,P262,non-lineal,biological,,262,,,,,,,,2026-08-26,McFamily
RL0263,parent-child,P077,P263,lineal,biological,,263,,,,,,,,2026-08-26,McFamily
RN0263,parent-child,P687,P263,non-lineal,biological,,263,,,,,,,,2026-08-26,McFamily
RL0264,parent-child,P077,P264,lineal,biological,,264,,,,,,,,2026-08-26,McFamily
RN0264,parent-child,P687,P264,non-lineal,biological,,264,,,,,,,,2026-08-26,McFamily
RL0265,parent-child,P079,P265,lineal,biological,,265,,,,,,,,2026-08-26,McFamily
RN0265,parent-child,P689,P265,non-lineal,biological,,265,,,,,,,,2026-08-26,McFamily
R244,partner,P266,P851,,,marriage,1,2013-06-15,day,,,,,,2026-08-26,McFamily
RL0266,parent-child,P079,P266,lineal,biological,,266,,,,,,,,2026-08-26,McFamily
RN0266,parent-child,P689,P266,non-lineal,biological,,266,,,,,,,,2026-08-26,McFamily
RL0267,parent-child,P079,P267,lineal,biological,,267,,,,,,,,2026-08-26,McFamily
RN0267,parent-child,P689,P267,non-lineal,biological,,267,,,,,,,,2026-08-26,McFamily
RL0268,parent-child,P082,P268,lineal,biological,,268,,,,,,,,2026-08-26,McFamily
RN0268,parent-child,P692,P268,non-lineal,biological,,268,,,,,,,,2026-08-26,McFamily
RL0269,parent-child,P082,P269,lineal,biological,,269,,,,,,,,2026-08-26,McFamily
RN0269,parent-child,P692,P269,non-lineal,biological,,269,,,,,,,,2026-08-26,McFamily
RL0270,parent-child,P082,P270,lineal,biological,,270,,,,,,,,2026-08-26,McFamily
RN0270,parent-child,P692,P270,non-lineal,biological,,270,,,,,,,,2026-08-26,McFamily
RL0271,parent-child,P081,P271,lineal,biological,,271,,,,,,,,2026-08-26,McFamily
RN0271,parent-child,P691,P271,non-lineal,biological,,271,,,,,,,,2026-08-26,McFamily
RL0272,parent-child,P081,P272,lineal,biological,,272,,,,,,,,2026-08-26,McFamily
RN0272,parent-child,P691,P272,non-lineal,biological,,272,,,,,,,,2026-08-26,McFamily
R245,partner,P273,P852,,,marriage,1,2009-10-09,day,,,,,,2026-08-26,McFamily
RL0273,parent-child,P085,P273,lineal,biological,,273,,,,,,,,2026-08-26,McFamily
RN0273,parent-child,P695,P273,non-lineal,biological,,273,,,,,,,,2026-08-26,McFamily
RL0274,parent-child,P085,P274,lineal,biological,,274,,,,,,,,2026-08-26,McFamily
RN0274,parent-child,P695,P274,non-lineal,biological,,274,,,,,,,,2026-08-26,McFamily
R246,partner,P275,P853,,,marriage,1,2006-05-27,day,,,,,,2026-08-26,McFamily
RL0275,parent-child,P086,P275,lineal,biological,,275,,,,,,,,2026-08-26,McFamily
RN0275,parent-child,P696,P275,non-lineal,biological,,275,,,,,,,,2026-08-26,McFamily
R247,partner,P276,P854,,,marriage,1,2012-07-14,day,,,,,,2026-08-26,McFamily
RL0276,parent-child,P086,P276,lineal,biological,,276,,,,,,,,2026-08-26,McFamily
RN0276,parent-child,P696,P276,non-lineal,biological,,276,,,,,,,,2026-08-26,McFamily
RL0277,parent-child,P087,P277,lineal,biological,,277,,,,,,,,2026-08-26,McFamily
RN0277,parent-child,P697,P277,non-lineal,biological,,277,,,,,,,,2026-08-26,McFamily
RL0278,parent-child,P087,P278,lineal,biological,,278,,,,,,,,2026-08-26,McFamily
RN0278,parent-child,P697,P278,non-lineal,biological,,278,,,,,,,,2026-08-26,McFamily
R248,partner,P279,P855,,,marriage,1,2005-09-17,day,,,,,,2026-08-26,McFamily
RL0279,parent-child,P088,P279,lineal,biological,,279,,,,,,,,2026-08-26,McFamily
RN0279,parent-child,P698,P279,non-lineal,biological,,279,,,,,,,,2026-08-26,McFamily
RL0280,parent-child,P088,P280,lineal,biological,,280,,,,,,,,2026-08-26,McFamily
RN0280,parent-child,P698,P280,non-lineal,biological,,280,,,,,,,,2026-08-26,McFamily
RL0281,parent-child,P090,P281,lineal,biological,,281,,,,,,,,2026-08-26,McFamily
RN0281,parent-child,P700,P281,non-lineal,biological,,281,,,,,,,,2026-08-26,McFamily
R249,partner,P282,P856,,,marriage,1,2005-05-21,day,,,,,,2026-08-26,McFamily
RL0282,parent-child,P090,P282,lineal,biological,,282,,,,,,,,2026-08-26,McFamily
RN0282,parent-child,P700,P282,non-lineal,biological,,282,,,,,,,,2026-08-26,McFamily
R250,partner,P283,P857,,,marriage,1,2004-09-18,day,,,,,,2026-08-26,McFamily
RL0283,parent-child,P090,P283,lineal,biological,,283,,,,,,,,2026-08-26,McFamily
RN0283,parent-child,P700,P283,non-lineal,biological,,283,,,,,,,,2026-08-26,McFamily
R251,partner,P284,P858,,,marriage,1,2000-03-04,day,,,,,,2026-08-26,McFamily
RL0284,parent-child,P091,P284,lineal,biological,,284,,,,,,,,2026-08-26,McFamily
RN0284,parent-child,P701,P284,non-lineal,biological,,284,,,,,,,,2026-08-26,McFamily
RL0285,parent-child,P091,P285,lineal,biological,,285,,,,,,,,2026-08-26,McFamily
RN0285,parent-child,P701,P285,non-lineal,biological,,285,,,,,,,,2026-08-26,McFamily
R252,partner,P286,P859,,,marriage,1,2002-06-01,day,,,,,,2026-08-26,McFamily
RL0286,parent-child,P091,P286,lineal,biological,,286,,,,,,,,2026-08-26,McFamily
RN0286,parent-child,P701,P286,non-lineal,biological,,286,,,,,,,,2026-08-26,McFamily
RL0287,parent-child,P092,P287,lineal,biological,,287,,,,,,,,2026-08-26,McFamily
RN0287,parent-child,P702,P287,non-lineal,biological,,287,,,,,,,,2026-08-26,McFamily
R253,partner,P288,P860,,,marriage,1,2000-04-22,day,,,,,,2026-08-26,McFamily
RL0288,parent-child,P099,P288,lineal,biological,,288,,,,,,,,2026-08-26,McFamily
RN0288,parent-child,P712,P288,non-lineal,biological,,288,,,,,,,,2026-08-26,McFamily
R254,partner,P289,P861,,,marriage,1,2004-12,month,,,,,,2026-08-26,McFamily
RL0289,parent-child,P099,P289,lineal,biological,,289,,,,,,,,2026-08-26,McFamily
RN0289,parent-child,P712,P289,non-lineal,biological,,289,,,,,,,,2026-08-26,McFamily
RL0290,parent-child,P100,P290,lineal,biological,,290,,,,,,,,2026-08-26,McFamily
RN0290,parent-child,P713,P290,non-lineal,biological,,290,,,,,,,,2026-08-26,McFamily
RL0291,parent-child,P100,P291,lineal,biological,,291,,,,,,,,2026-08-26,McFamily
RN0291,parent-child,P713,P291,non-lineal,biological,,291,,,,,,,,2026-08-26,McFamily
RL0292,parent-child,P100,P292,lineal,biological,,292,,,,,,,,2026-08-26,McFamily
RN0292,parent-child,P713,P292,non-lineal,biological,,292,,,,,,,,2026-08-26,McFamily
RL0293,parent-child,P102,P293,lineal,biological,,293,,,,,,,,2026-08-26,McFamily
RN0293,parent-child,P715,P293,non-lineal,biological,,293,,,,,,,,2026-08-26,McFamily
RL0294,parent-child,P102,P294,lineal,biological,,294,,,,,,,,2026-08-26,McFamily
RN0294,parent-child,P715,P294,non-lineal,biological,,294,,,,,,,,2026-08-26,McFamily
RL0295,parent-child,P102,P295,lineal,biological,,295,,,,,,,,2026-08-26,McFamily
RN0295,parent-child,P715,P295,non-lineal,biological,,295,,,,,,,,2026-08-26,McFamily
RL0296,parent-child,P101,P296,lineal,biological,,296,,,,,,,,2026-08-26,McFamily
RN0296,parent-child,P714,P296,non-lineal,biological,,296,,,,,,,,2026-08-26,McFamily
RL0297,parent-child,P101,P297,lineal,biological,,297,,,,,,,,2026-08-26,McFamily
RN0297,parent-child,P714,P297,non-lineal,biological,,297,,,,,,,,2026-08-26,McFamily
RL0298,parent-child,P101,P298,lineal,biological,,298,,,,,,,,2026-08-26,McFamily
RN0298,parent-child,P714,P298,non-lineal,biological,,298,,,,,,,,2026-08-26,McFamily
RL0299,parent-child,P105,P299,lineal,biological,,299,,,,,,,,2026-08-26,McFamily
R255,partner,P300,P862,,,marriage,1,,,,,,,,2026-08-26,McFamily
RL0300,parent-child,P106,P300,lineal,biological,,300,,,,,,,,2026-08-26,McFamily
RN0300,parent-child,P718,P300,non-lineal,biological,,300,,,,,,,,2026-08-26,McFamily
RL0301,parent-child,P106,P301,lineal,biological,,301,,,,,,,,2026-08-26,McFamily
RN0301,parent-child,P718,P301,non-lineal,biological,,301,,,,,,,,2026-08-26,McFamily
RL0302,parent-child,P106,P302,lineal,biological,,302,,,,,,,,2026-08-26,McFamily
RN0302,parent-child,P718,P302,non-lineal,biological,,302,,,,,,,,2026-08-26,McFamily
RL0303,parent-child,P107,P303,lineal,biological,,303,,,,,,,,2026-08-26,McFamily
RN0303,parent-child,P719,P303,non-lineal,biological,,303,,,,,,,,2026-08-26,McFamily
RL0304,parent-child,P107,P304,lineal,biological,,304,,,,,,,,2026-08-26,McFamily
RN0304,parent-child,P719,P304,non-lineal,biological,,304,,,,,,,,2026-08-26,McFamily
RL0305,parent-child,P104,P305,lineal,biological,,305,,,,,,,,2026-08-26,McFamily
RL0306,parent-child,P109,P306,lineal,biological,,306,,,,,,,,2026-08-26,McFamily
RN0306,parent-child,P721,P306,non-lineal,biological,,306,,,,,,,,2026-08-26,McFamily
RL0307,parent-child,P109,P307,lineal,biological,,307,,,,,,,,2026-08-26,McFamily
RN0307,parent-child,P721,P307,non-lineal,biological,,307,,,,,,,,2026-08-26,McFamily
RL0308,parent-child,P110,P308,lineal,biological,,308,,,,,,,,2026-08-26,McFamily
RN0308,parent-child,P722,P308,non-lineal,biological,,308,,,,,,,,2026-08-26,McFamily
RL0309,parent-child,P111,P309,lineal,biological,,309,,,,,,,,2026-08-26,McFamily
RN0309,parent-child,P723,P309,non-lineal,biological,,309,,,,,,,,2026-08-26,McFamily
RL0310,parent-child,P112,P310,lineal,biological,,310,,,,,,,,2026-08-26,McFamily
RN0310,parent-child,P724,P310,non-lineal,biological,,310,,,,,,,,2026-08-26,McFamily
RL0311,parent-child,P112,P311,lineal,biological,,311,,,,,,,,2026-08-26,McFamily
RN0311,parent-child,P724,P311,non-lineal,biological,,311,,,,,,,,2026-08-26,McFamily
RL0312,parent-child,P225,P312,lineal,biological,,312,,,,,,,,2026-08-26,McFamily
RN0312,parent-child,P838,P312,non-lineal,biological,,312,,,,,,,,2026-08-26,McFamily
RL0313,parent-child,P225,P313,lineal,biological,,313,,,,,,,,2026-08-26,McFamily
RN0313,parent-child,P838,P313,non-lineal,biological,,313,,,,,,,,2026-08-26,McFamily
R256,partner,P314,P863,,,marriage,1,2009-03-21,day,,,,,,2026-08-26,McFamily
RL0314,parent-child,P118,P314,lineal,biological,,314,,,,,,,,2026-08-26,McFamily
RN0314,parent-child,P729,P314,non-lineal,biological,,314,,,,,,,,2026-08-26,McFamily
R257,partner,P315,P864,,,marriage,1,2003-03-21,day,,,,,,2026-08-26,McFamily
RL0315,parent-child,P118,P315,lineal,biological,,315,,,,,,,,2026-08-26,McFamily
RN0315,parent-child,P729,P315,non-lineal,biological,,315,,,,,,,,2026-08-26,McFamily
RL0316,parent-child,P118,P316,lineal,biological,,316,,,,,,,,2026-08-26,McFamily
RN0316,parent-child,P729,P316,non-lineal,biological,,316,,,,,,,,2026-08-26,McFamily
R258,partner,P317,P865,,,marriage,1,2007-06-02,day,,UNKNOWN,UNKNOWN,,,2026-08-26,McFamily
RL0317,parent-child,P118,P317,lineal,biological,,317,,,,,,,,2026-08-26,McFamily
RN0317,parent-child,P729,P317,non-lineal,biological,,317,,,,,,,,2026-08-26,McFamily
RL0318,parent-child,P118,P318,lineal,biological,,318,,,,,,,,2026-08-26,McFamily
RN0318,parent-child,P729,P318,non-lineal,biological,,318,,,,,,,,2026-08-26,McFamily
R259,partner,P319,P866,,,marriage,1,2011-08-20,day,,,,,,2026-08-26,McFamily
RL0319,parent-child,P118,P319,lineal,biological,,319,,,,,,,,2026-08-26,McFamily
RN0319,parent-child,P729,P319,non-lineal,biological,,319,,,,,,,,2026-08-26,McFamily
RL0320,parent-child,P118,P320,lineal,biological,,320,,,,,,,,2026-08-26,McFamily
RN0320,parent-child,P729,P320,non-lineal,biological,,320,,,,,,,,2026-08-26,McFamily
RL0321,parent-child,P120,P321,lineal,biological,,321,,,,,,,,2026-08-26,McFamily
RN0321,parent-child,P731,P321,non-lineal,biological,,321,,,,,,,,2026-08-26,McFamily
RL0322,parent-child,P120,P322,lineal,biological,,322,,,,,,,,2026-08-26,McFamily
RN0322,parent-child,P731,P322,non-lineal,biological,,322,,,,,,,,2026-08-26,McFamily
RL0323,parent-child,P120,P323,lineal,biological,,323,,,,,,,,2026-08-26,McFamily
RN0323,parent-child,P731,P323,non-lineal,biological,,323,,,,,,,,2026-08-26,McFamily
RL0324,parent-child,P120,P324,lineal,biological,,324,,,,,,,,2026-08-26,McFamily
RN0324,parent-child,P731,P324,non-lineal,biological,,324,,,,,,,,2026-08-26,McFamily
RL0325,parent-child,P120,P325,lineal,biological,,325,,,,,,,,2026-08-26,McFamily
RN0325,parent-child,P731,P325,non-lineal,biological,,325,,,,,,,,2026-08-26,McFamily
